"Key","Name","Adv","ObDate","Status","Lat","Lon","Wind","Gust","Pressure","PosAcc","FwdDir","FwdSpeed","Eye"
"AL012016","ALEX",1,2016-01-13 21:00:00,"SUBTROPICAL STORM",27.1,-30.8,45,55,990,25,55,12,NA
"AL012016","ALEX",2,2016-01-14 03:00:00,"SUBTROPICAL STORM",28.7,-30,50,60,988,25,35,15,NA
"AL012016","ALEX",3,2016-01-14 09:00:00,"SUBTROPICAL STORM",30.1,-29.3,60,75,984,25,20,16,15
"AL012016","ALEX",4,2016-01-14 15:00:00,"HURRICANE",31.5,-28.4,75,90,981,20,20,17,15
"AL012016","ALEX",5,2016-01-14 21:00:00,"HURRICANE",33.6,-27.8,75,90,981,20,15,20,20
"AL012016","ALEX",6,2016-01-15 03:00:00,"HURRICANE",34.7,-27.6,70,85,984,20,10,19,NA
"AL012016","ALEX",7,2016-01-15 09:00:00,"HURRICANE",36.8,-27,65,80,986,20,5,20,NA
"AL012016","ALEX",8,2016-01-15 15:00:00,"TROPICAL STORM",39.3,-27,60,75,986,20,360,24,NA
"AL012016","ALEX",9,2016-01-15 21:00:00,"POST-TROPICAL CYCLONE",43,-27.8,60,75,986,30,350,35,NA
"AL022016","TWO",1,2016-05-27 21:00:00,"TROPICAL DEPRESSION",28.5,-74.7,30,40,1009,25,300,11,NA
"AL022016","TWO",2,2016-05-28 03:00:00,"TROPICAL DEPRESSION",29,-75.9,30,40,1009,25,300,10,NA
"AL022016","TWO",3,2016-05-28 09:00:00,"TROPICAL DEPRESSION",29.9,-77,30,40,1009,25,315,12,NA
"AL022016","TWO",4,2016-05-28 15:00:00,"TROPICAL DEPRESSION",30.3,-78.5,30,40,1009,20,310,11,NA
"AL022016","BONNIE",5,2016-05-28 21:00:00,"TROPICAL STORM",31.1,-79.4,35,45,1008,20,320,9,NA
"AL022016","BONNIE",6,2016-05-29 03:00:00,"TROPICAL STORM",31,-79.5,40,50,1008,20,360,0,NA
"AL022016","BONNIE",7,2016-05-29 09:00:00,"TROPICAL STORM",32.1,-79.4,35,45,1009,20,360,7,NA
"AL022016","BONNIE",8,2016-05-29 15:00:00,"TROPICAL DEPRESSION",33.2,-79.8,30,40,1009,20,355,8,NA
"AL022016","BONNIE",9,2016-05-29 21:00:00,"TROPICAL DEPRESSION",33,-80.4,25,35,1011,20,360,0,NA
"AL022016","BONNIE",10,2016-05-30 03:00:00,"TROPICAL DEPRESSION",32.8,-80.1,25,35,1012,30,160,1,NA
"AL022016","BONNIE",11,2016-05-30 09:00:00,"TROPICAL DEPRESSION",33,-79.5,25,35,1011,25,40,3,NA
"AL022016","BONNIE",12,2016-05-30 15:00:00,"POST-TROPICAL CYCLONE",33.4,-79.8,25,35,1012,25,65,2,NA
"AL022016","BONNIE",24,2016-06-02 15:00:00,"TROPICAL DEPRESSION",35.1,-75.1,25,35,1009,20,55,6,NA
"AL022016","BONNIE",25,2016-06-02 21:00:00,"TROPICAL DEPRESSION",35.4,-74.8,30,40,1008,20,50,5,NA
"AL022016","BONNIE",26,2016-06-03 03:00:00,"TROPICAL DEPRESSION",35.7,-74.3,30,40,1006,25,55,5,NA
"AL022016","BONNIE",27,2016-06-03 09:00:00,"TROPICAL DEPRESSION",35.8,-73.3,30,40,1006,25,75,7,NA
"AL022016","BONNIE",28,2016-06-03 15:00:00,"TROPICAL DEPRESSION",35.9,-72,30,40,1007,20,80,10,NA
"AL022016","BONNIE",29,2016-06-03 21:00:00,"TROPICAL STORM",35.9,-70.5,35,45,1006,20,90,11,NA
"AL022016","BONNIE",30,2016-06-04 03:00:00,"TROPICAL STORM",35.9,-69.6,35,45,1006,25,90,10,NA
"AL022016","BONNIE",31,2016-06-04 09:00:00,"TROPICAL STORM",35.9,-68.2,35,45,1006,25,90,10,NA
"AL022016","BONNIE",32,2016-06-04 15:00:00,"TROPICAL DEPRESSION",35.6,-66.4,30,40,1007,20,95,13,NA
"AL022016","BONNIE",33,2016-06-04 21:00:00,"TROPICAL DEPRESSION",35,-65.1,30,40,1008,20,110,12,NA
"AL022016","BONNIE",34,2016-06-05 03:00:00,"POST-TROPICAL CYCLONE",34.7,-63.6,30,40,1009,20,105,14,NA
"AL032016","THREE",1,2016-06-05 15:00:00,"TROPICAL DEPRESSION",21.9,-88.1,30,40,1005,40,360,7,NA
"AL032016","THREE",2,2016-06-05 21:00:00,"TROPICAL DEPRESSION",23.3,-87.9,30,40,1005,30,360,10,NA
"AL032016","COLIN",3,2016-06-06 03:00:00,"TROPICAL STORM",23.6,-87.8,35,45,1003,40,10,8,NA
"AL032016","COLIN",4,2016-06-06 09:00:00,"TROPICAL STORM",25.2,-87.4,45,55,1004,75,15,12,NA
"AL032016","COLIN",5,2016-06-06 15:00:00,"TROPICAL STORM",27,-87,45,55,1004,75,15,14,NA
"AL032016","COLIN",6,2016-06-06 21:00:00,"TROPICAL STORM",28.8,-85.5,45,55,1002,60,30,20,NA
"AL032016","COLIN",7,2016-06-07 03:00:00,"TROPICAL STORM",29.8,-83.8,45,55,1002,50,50,19,NA
"AL032016","COLIN",8,2016-06-07 09:00:00,"TROPICAL STORM",31.6,-80.6,45,55,1002,30,50,27,NA
"AL032016","COLIN",9,2016-06-07 15:00:00,"POST-TROPICAL CYCLONE",34,-77,50,60,996,60,55,31,NA
"AL032016","COLIN",10,2016-06-07 21:00:00,"POST-TROPICAL CYCLONE",36.5,-72.2,50,60,996,60,55,35,NA
"AL042016","FOUR",1,2016-06-19 21:00:00,"TROPICAL DEPRESSION",19.9,-94.7,30,40,1009,30,270,7,NA
"AL042016","FOUR",2,2016-06-20 03:00:00,"TROPICAL DEPRESSION",20.1,-95.4,30,40,1009,30,275,6,NA
"AL042016","FOUR",3,2016-06-20 09:00:00,"TROPICAL DEPRESSION",20.2,-95.9,30,40,1009,30,280,6,NA
"AL042016","DANIELLE",4,2016-06-20 15:00:00,"TROPICAL STORM",20.7,-96.3,40,50,1007,30,280,6,NA
"AL042016","DANIELLE",5,2016-06-20 21:00:00,"TROPICAL STORM",21.3,-97,40,50,1007,30,285,6,NA
"AL042016","DANIELLE",6,2016-06-21 03:00:00,"TROPICAL DEPRESSION",21.2,-97.8,30,40,1011,30,270,7,NA
"AL042016","DANIELLE",7,2016-06-21 09:00:00,"REMNANTS OF",20.6,-99.3,20,30,1014,40,250,11,NA
"AL052016","EARL",1,2016-08-02 16:00:00,"TROPICAL STORM",16.3,-80.2,40,50,1001,60,270,19,NA
"AL052016","EARL",2,2016-08-02 21:00:00,"TROPICAL STORM",16.4,-81.5,45,55,1002,60,280,14,NA
"AL052016","EARL",3,2016-08-03 03:00:00,"TROPICAL STORM",16.4,-83,50,60,996,30,280,14,NA
"AL052016","EARL",4,2016-08-03 09:00:00,"TROPICAL STORM",16.1,-83.7,55,65,994,20,280,12,NA
"AL052016","EARL",5,2016-08-03 15:00:00,"TROPICAL STORM",16.5,-84.8,60,75,989,20,280,12,NA
"AL052016","EARL",6,2016-08-03 21:00:00,"TROPICAL STORM",17.1,-86,60,75,990,20,280,12,NA
"AL052016","EARL",7,2016-08-04 03:00:00,"HURRICANE",17.4,-87.6,65,80,984,20,280,13,20
"AL052016","EARL",8,2016-08-04 09:00:00,"HURRICANE",17.3,-88.9,65,80,982,20,275,13,NA
"AL052016","EARL",9,2016-08-04 15:00:00,"TROPICAL STORM",17.2,-89.9,45,55,990,20,265,10,NA
"AL052016","EARL",10,2016-08-04 21:00:00,"TROPICAL STORM",17.6,-90.8,35,45,999,25,280,9,NA
"AL052016","EARL",11,2016-08-05 03:00:00,"TROPICAL STORM",18.1,-91.7,35,45,1000,25,285,9,NA
"AL052016","EARL",12,2016-08-05 09:00:00,"TROPICAL STORM",18.4,-92.8,35,45,1002,25,285,10,NA
"AL052016","EARL",13,2016-08-05 15:00:00,"TROPICAL STORM",18.6,-94.2,35,45,1001,25,280,9,NA
"AL052016","EARL",14,2016-08-05 21:00:00,"TROPICAL STORM",18.8,-95,50,60,1001,20,275,7,NA
"AL052016","EARL",15,2016-08-06 03:00:00,"TROPICAL STORM",19,-95.9,50,60,999,20,275,7,NA
"AL052016","EARL",16,2016-08-06 09:00:00,"TROPICAL STORM",19,-97,35,45,1003,20,270,9,NA
"AL052016","EARL",17,2016-08-06 15:00:00,"REMNANTS OF",19,-98,25,35,1005,20,270,9,NA
"AL062016","SIX",1,2016-08-17 03:00:00,"TROPICAL DEPRESSION",12.6,-34.1,30,40,1008,40,310,12,NA
"AL062016","SIX",2,2016-08-17 09:00:00,"TROPICAL DEPRESSION",13.2,-35.2,30,40,1007,30,305,13,NA
"AL062016","SIX",3,2016-08-17 15:00:00,"TROPICAL DEPRESSION",14,-36.4,30,40,1006,25,300,13,NA
"AL062016","FIONA",4,2016-08-17 21:00:00,"TROPICAL STORM",15.1,-37.8,35,45,1006,25,305,14,NA
"AL062016","FIONA",5,2016-08-18 03:00:00,"TROPICAL STORM",15.5,-39,35,45,1006,15,300,14,NA
"AL062016","FIONA",6,2016-08-18 09:00:00,"TROPICAL STORM",16.2,-40.3,40,50,1005,20,300,14,NA
"AL062016","FIONA",7,2016-08-18 15:00:00,"TROPICAL STORM",16.4,-40.5,40,50,1006,20,300,7,NA
"AL062016","FIONA",8,2016-08-18 21:00:00,"TROPICAL STORM",17,-41.3,40,50,1006,20,305,9,NA
"AL062016","FIONA",9,2016-08-19 03:00:00,"TROPICAL STORM",17.1,-41.8,40,50,1006,25,305,7,NA
"AL062016","FIONA",10,2016-08-19 09:00:00,"TROPICAL STORM",17.6,-42.7,40,50,1006,30,300,9,NA
"AL062016","FIONA",11,2016-08-19 15:00:00,"TROPICAL STORM",17.8,-43.5,40,50,1006,30,295,9,NA
"AL062016","FIONA",12,2016-08-19 21:00:00,"TROPICAL STORM",18.1,-44.4,35,45,1007,30,295,9,NA
"AL062016","FIONA",13,2016-08-20 03:00:00,"TROPICAL STORM",18.7,-45.5,35,45,1007,15,295,10,NA
"AL062016","FIONA",14,2016-08-20 09:00:00,"TROPICAL STORM",19.2,-46.7,35,45,1008,25,295,11,NA
"AL062016","FIONA",15,2016-08-20 15:00:00,"TROPICAL STORM",20.3,-47.8,35,45,1008,25,300,12,NA
"AL062016","FIONA",16,2016-08-20 21:00:00,"TROPICAL STORM",21.2,-49.1,35,45,1008,25,305,13,NA
"AL062016","FIONA",17,2016-08-21 03:00:00,"TROPICAL STORM",21.7,-50.1,45,55,1004,15,305,13,NA
"AL062016","FIONA",18,2016-08-21 09:00:00,"TROPICAL STORM",22.2,-51.7,40,50,1006,15,295,14,NA
"AL062016","FIONA",19,2016-08-21 15:00:00,"TROPICAL STORM",22.9,-53.3,35,45,1007,15,295,14,NA
"AL062016","FIONA",20,2016-08-21 21:00:00,"TROPICAL STORM",23.4,-54.9,35,45,1007,25,290,15,NA
"AL062016","FIONA",21,2016-08-22 03:00:00,"TROPICAL DEPRESSION",23.8,-56.6,30,40,1008,30,290,16,NA
"AL062016","FIONA",22,2016-08-22 09:00:00,"TROPICAL DEPRESSION",24.4,-58.4,30,40,1008,30,290,16,NA
"AL062016","FIONA",23,2016-08-22 15:00:00,"TROPICAL DEPRESSION",24.6,-59.7,30,40,1008,20,285,15,NA
"AL062016","FIONA",24,2016-08-22 21:00:00,"TROPICAL DEPRESSION",25.1,-61.3,30,40,1009,20,285,15,NA
"AL062016","FIONA",25,2016-08-23 03:00:00,"TROPICAL DEPRESSION",25.5,-62.3,30,40,1010,30,290,13,NA
"AL062016","FIONA",26,2016-08-23 09:00:00,"TROPICAL DEPRESSION",25.8,-63.4,30,40,1010,25,290,11,NA
"AL062016","FIONA",27,2016-08-23 15:00:00,"POST-TROPICAL CYCLONE",26.1,-64.5,25,35,1014,15,290,10,NA
"AL072016","SEVEN",1,2016-08-22 21:00:00,"TROPICAL DEPRESSION",12.1,-29,30,40,1006,30,275,16,NA
"AL072016","GASTON",2,2016-08-23 03:00:00,"TROPICAL STORM",12.6,-30.7,35,45,1005,25,285,16,NA
"AL072016","GASTON",3,2016-08-23 09:00:00,"TROPICAL STORM",13.2,-32.4,45,55,1004,20,290,17,NA
"AL072016","GASTON",4,2016-08-23 15:00:00,"TROPICAL STORM",13.8,-34.6,55,65,1002,20,285,18,NA
"AL072016","GASTON",5,2016-08-23 21:00:00,"TROPICAL STORM",14.2,-35.8,55,65,1002,20,290,16,NA
"AL072016","GASTON",6,2016-08-24 03:00:00,"TROPICAL STORM",14.7,-37.1,55,65,1002,20,290,15,NA
"AL072016","GASTON",7,2016-08-24 09:00:00,"TROPICAL STORM",14.9,-38.6,60,75,999,20,290,15,NA
"AL072016","GASTON",8,2016-08-24 15:00:00,"TROPICAL STORM",16.1,-39.4,60,75,999,20,305,14,NA
"AL072016","GASTON",9,2016-08-24 21:00:00,"TROPICAL STORM",17.4,-40.6,60,75,990,20,315,14,NA
"AL072016","GASTON",10,2016-08-25 03:00:00,"TROPICAL STORM",18.6,-42.1,60,75,990,20,310,15,NA
"AL072016","GASTON",11,2016-08-25 09:00:00,"HURRICANE",19.5,-43.3,65,80,988,20,310,15,NA
"AL072016","GASTON",12,2016-08-25 15:00:00,"TROPICAL STORM",20.4,-44.4,60,75,992,25,315,15,NA
"AL072016","GASTON",13,2016-08-25 21:00:00,"TROPICAL STORM",21.6,-45.5,55,65,994,25,315,15,NA
"AL072016","GASTON",14,2016-08-26 03:00:00,"TROPICAL STORM",22.8,-46.4,55,65,997,25,320,15,NA
"AL072016","GASTON",15,2016-08-26 09:00:00,"TROPICAL STORM",23.9,-47.6,55,65,997,25,320,15,NA
"AL072016","GASTON",16,2016-08-26 15:00:00,"TROPICAL STORM",25.2,-48.3,55,65,997,20,330,15,NA
"AL072016","GASTON",17,2016-08-26 21:00:00,"TROPICAL STORM",26.2,-49.7,55,65,997,15,320,15,NA
"AL072016","GASTON",18,2016-08-27 03:00:00,"TROPICAL STORM",27,-50.8,55,65,997,15,315,13,NA
"AL072016","GASTON",19,2016-08-27 09:00:00,"TROPICAL STORM",27.9,-52,55,65,995,15,310,13,NA
"AL072016","GASTON",20,2016-08-27 15:00:00,"TROPICAL STORM",28.4,-53.2,60,75,995,15,310,9,NA
"AL072016","GASTON",21,2016-08-27 21:00:00,"TROPICAL STORM",29.2,-54,60,75,993,15,320,8,NA
"AL072016","GASTON",22,2016-08-28 03:00:00,"HURRICANE",29.6,-54.2,75,90,980,15,320,7,NA
"AL072016","GASTON",23,2016-08-28 09:00:00,"HURRICANE",30.1,-54.6,80,100,975,20,325,5,NA
"AL072016","GASTON",24,2016-08-28 15:00:00,"HURRICANE",30.5,-54.8,90,110,970,20,320,4,NA
"AL072016","GASTON",25,2016-08-28 21:00:00,"HURRICANE",30.8,-55.1,100,120,962,20,320,4,15
"AL072016","GASTON",26,2016-08-29 03:00:00,"HURRICANE",30.6,-55.2,105,130,957,10,360,0,15
"AL072016","GASTON",27,2016-08-29 09:00:00,"HURRICANE",30.8,-55.2,100,120,960,10,360,1,NA
"AL072016","GASTON",28,2016-08-29 15:00:00,"HURRICANE",31,-55.4,95,115,963,10,360,2,NA
"AL072016","GASTON",29,2016-08-29 21:00:00,"HURRICANE",31.2,-55.2,90,110,968,10,30,3,NA
"AL072016","GASTON",30,2016-08-30 03:00:00,"HURRICANE",31.6,-54.6,90,110,968,10,45,5,25
"AL072016","GASTON",31,2016-08-30 09:00:00,"HURRICANE",32,-54,85,105,971,10,55,5,35
"AL072016","GASTON",32,2016-08-30 15:00:00,"HURRICANE",32.2,-52.9,90,110,968,10,60,7,20
"AL072016","GASTON",33,2016-08-30 21:00:00,"HURRICANE",32.6,-51.9,95,115,964,10,65,9,30
"AL072016","GASTON",34,2016-08-31 03:00:00,"HURRICANE",32.9,-50.9,105,130,956,10,70,9,35
"AL072016","GASTON",35,2016-08-31 09:00:00,"HURRICANE",33.4,-50.2,105,130,956,10,50,8,30
"AL072016","GASTON",36,2016-08-31 15:00:00,"HURRICANE",34,-48.6,100,120,961,15,60,13,40
"AL072016","GASTON",37,2016-08-31 21:00:00,"HURRICANE",35,-46.9,90,110,969,15,55,16,30
"AL072016","GASTON",38,2016-09-01 03:00:00,"HURRICANE",36,-45.4,90,110,970,15,55,17,25
"AL072016","GASTON",39,2016-09-01 09:00:00,"HURRICANE",36.8,-43.3,80,100,977,20,60,17,NA
"AL072016","GASTON",40,2016-09-01 15:00:00,"HURRICANE",37.6,-40.6,75,90,980,20,70,21,NA
"AL072016","GASTON",41,2016-09-01 21:00:00,"HURRICANE",38.3,-37.5,70,85,984,25,75,25,NA
"AL072016","GASTON",42,2016-09-02 03:00:00,"HURRICANE",38.3,-36,65,80,989,25,75,20,NA
"AL072016","GASTON",43,2016-09-02 09:00:00,"TROPICAL STORM",38.5,-34.5,55,65,992,25,80,13,NA
"AL072016","GASTON",44,2016-09-02 15:00:00,"TROPICAL STORM",39.1,-32,60,75,990,25,70,16,NA
"AL072016","GASTON",45,2016-09-02 21:00:00,"TROPICAL STORM",39.6,-30.4,45,55,1000,25,70,15,NA
"AL072016","GASTON",46,2016-09-03 03:00:00,"TROPICAL STORM",40.1,-28.7,35,45,1003,25,70,14,NA
"AL072016","GASTON",47,2016-09-03 09:00:00,"POST-TROPICAL CYCLONE",40.5,-26.9,30,40,1006,25,65,15,NA
"AL082016","EIGHT",1,2016-08-28 15:00:00,"TROPICAL DEPRESSION",31.5,-70,30,40,1009,25,280,8,NA
"AL082016","EIGHT",2,2016-08-28 21:00:00,"TROPICAL DEPRESSION",31.8,-70.9,30,40,1010,25,280,8,NA
"AL082016","EIGHT",3,2016-08-29 03:00:00,"TROPICAL DEPRESSION",32.2,-72.1,30,40,1010,25,285,9,NA
"AL082016","EIGHT",4,2016-08-29 09:00:00,"TROPICAL DEPRESSION",32.6,-73,30,40,1010,20,300,9,NA
"AL082016","EIGHT",5,2016-08-29 15:00:00,"TROPICAL DEPRESSION",33.2,-73.5,30,40,1011,15,310,6,NA
"AL082016","EIGHT",6,2016-08-29 21:00:00,"TROPICAL DEPRESSION",33.6,-74,30,40,1011,15,310,5,NA
"AL082016","EIGHT",7,2016-08-30 03:00:00,"TROPICAL DEPRESSION",33.8,-74.1,30,40,1011,20,315,4,NA
"AL082016","EIGHT",8,2016-08-30 09:00:00,"TROPICAL DEPRESSION",33.9,-75,30,40,1010,20,305,5,NA
"AL082016","EIGHT",9,2016-08-30 15:00:00,"TROPICAL DEPRESSION",34.2,-75.3,30,40,1011,20,335,4,NA
"AL082016","EIGHT",10,2016-08-30 21:00:00,"TROPICAL DEPRESSION",34.4,-75.1,30,40,1011,20,20,4,NA
"AL082016","EIGHT",11,2016-08-31 03:00:00,"TROPICAL DEPRESSION",34.5,-74.6,30,40,1011,20,40,4,NA
"AL082016","EIGHT",12,2016-08-31 09:00:00,"TROPICAL DEPRESSION",34.8,-74.3,30,40,1011,20,45,4,NA
"AL082016","EIGHT",13,2016-08-31 15:00:00,"TROPICAL DEPRESSION",35.5,-73.1,30,40,1010,20,55,13,NA
"AL082016","EIGHT",14,2016-08-31 21:00:00,"TROPICAL DEPRESSION",36.3,-71.9,25,35,1010,20,55,14,NA
"AL082016","EIGHT",15,2016-09-01 03:00:00,"TROPICAL DEPRESSION",36.7,-70.1,25,35,1010,25,65,16,NA
"AL082016","EIGHT",16,2016-09-01 09:00:00,"REMNANTS OF",38.2,-69.2,25,35,1010,25,50,13,NA
"AL092016","NINE",1,2016-08-28 21:00:00,"TROPICAL DEPRESSION",23.7,-81.7,30,40,1009,25,270,8,NA
"AL092016","NINE",2,2016-08-29 03:00:00,"TROPICAL DEPRESSION",23.4,-82.7,30,40,1007,25,270,8,NA
"AL092016","NINE",3,2016-08-29 09:00:00,"TROPICAL DEPRESSION",23.5,-83.9,30,40,1007,20,275,8,NA
"AL092016","NINE",4,2016-08-29 15:00:00,"TROPICAL DEPRESSION",23.6,-84.3,30,40,1007,25,280,6,NA
"AL092016","NINE",5,2016-08-29 21:00:00,"TROPICAL DEPRESSION",24,-84.8,30,40,1007,25,290,4,NA
"AL092016","NINE",6,2016-08-30 03:00:00,"TROPICAL DEPRESSION",23.9,-85.5,30,40,1003,20,280,6,NA
"AL092016","NINE",7,2016-08-30 09:00:00,"TROPICAL DEPRESSION",23.8,-86.6,30,40,1003,20,275,6,NA
"AL092016","NINE",8,2016-08-30 15:00:00,"TROPICAL DEPRESSION",24,-87.2,30,40,1004,25,290,6,NA
"AL092016","NINE",9,2016-08-30 21:00:00,"TROPICAL DEPRESSION",24.4,-87.3,30,40,1004,20,320,4,NA
"AL092016","NINE",10,2016-08-31 03:00:00,"TROPICAL DEPRESSION",24.3,-87.8,30,40,1004,20,345,2,NA
"AL092016","NINE",11,2016-08-31 09:00:00,"TROPICAL DEPRESSION",24.5,-88.1,30,40,1004,20,360,2,NA
"AL092016","NINE",12,2016-08-31 15:00:00,"TROPICAL DEPRESSION",24.6,-88,30,40,1001,30,360,0,NA
"AL092016","HERMINE",13,2016-08-31 21:00:00,"TROPICAL STORM",25.5,-87.4,40,50,1004,30,30,6,NA
"AL092016","HERMINE",14,2016-09-01 03:00:00,"TROPICAL STORM",25.8,-87,50,60,998,20,25,9,NA
"AL092016","HERMINE",15,2016-09-01 09:00:00,"TROPICAL STORM",26.4,-86.6,50,60,996,20,20,10,NA
"AL092016","HERMINE",16,2016-09-01 15:00:00,"TROPICAL STORM",27.4,-86,55,65,991,20,30,12,NA
"AL092016","HERMINE",17,2016-09-01 17:00:00,"TROPICAL STORM",27.8,-85.6,60,75,989,20,30,12,NA
"AL092016","HERMINE",18,2016-09-01 21:00:00,"HURRICANE",28.5,-85,65,80,988,20,30,12,NA
"AL092016","HERMINE",19,2016-09-02 03:00:00,"HURRICANE",29.7,-84.3,70,85,984,20,30,12,35
"AL092016","HERMINE",20,2016-09-02 09:00:00,"TROPICAL STORM",30.8,-83.6,60,75,988,20,25,12,NA
"AL092016","HERMINE",21,2016-09-02 15:00:00,"TROPICAL STORM",31.9,-82,45,55,989,20,40,16,NA
"AL092016","HERMINE",22,2016-09-02 21:00:00,"TROPICAL STORM",33,-80.5,45,55,993,20,55,17,NA
"AL092016","HERMINE",23,2016-09-03 03:00:00,"TROPICAL STORM",34.1,-78.4,45,55,997,20,55,19,NA
"AL092016","HERMINE",24,2016-09-03 09:00:00,"TROPICAL STORM",35.4,-76.5,50,60,997,20,60,18,NA
"AL092016","HERMINE",25,2016-09-03 15:00:00,"POST-TROPICAL CYCLONE",36.1,-75.2,55,65,993,25,60,13,NA
"AL092016","HERMINE",26,2016-09-03 21:00:00,"POST-TROPICAL CYCLONE",36.2,-73.3,60,75,997,25,75,10,NA
"AL092016","HERMINE",27,2016-09-04 03:00:00,"POST-TROPICAL CYCLONE",36.5,-72.1,60,75,998,20,75,11,NA
"AL092016","HERMINE",28,2016-09-04 09:00:00,"POST-TROPICAL CYCLONE",36.8,-70.8,55,65,998,20,65,10,NA
"AL092016","HERMINE",29,2016-09-04 15:00:00,"POST-TROPICAL CYCLONE",37.2,-69.6,60,75,999,20,60,9,NA
"AL092016","HERMINE",30,2016-09-04 21:00:00,"POST-TROPICAL CYCLONE",37.2,-69.1,60,75,999,25,70,4,NA
